# 
# 07/24/2024 13:00:25
# The parameters defined in the project are:
# ,P1 - C1 [degree],P2 - C2 [degree],P3 - C3 [degree],P4 - C4 [degree],P5 - W1 [degree],P6 - W2 [degree],P13 - velocity [m s^-1],P7 - fx-op [N],P8 - fy-op [N],P9 - fz-op [N],P10 - tx-op [J],P11 - ty-op [J],P12 - tz-op [J]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P13,P7,P8,P9,P10,P11,P12
DP 358,5.5,-5.5,0.1,0.1,-1.20832929213229,-2.46561612813227,102,-14.744618,35.4693,36.42064,-11.888213,-9.8974214,-0.096534978
DP 359,5.5,-5.5,0.1,0.1,2.51383444992544,1.80571633581768,102,37.102442,-26.006593,36.773888,8.619793,7.7893618,0.072872015
DP 360,3.21,7.2,1.2,-4.2,3.19883445278279,1.27613197110834,102,42.292407,-20.566505,37.272365,4.3591708,16.017296,0.078826135
DP 361,3.21,7.2,1.2,-4.2,-2.64080381089735,-7.43767144550365,102,-32.849523,100.77161,48.112157,-35.755177,-9.6015674,-0.020389354
DP 362,3.21,7.2,1.2,-4.2,4.19628632672815,0.136030582649564,102,56.132549,-4.383314,38.916503,-1.0483507,20.605135,0.022392657
DP 363,3.21,7.2,1.2,-4.2,-0.694493838572077,3.03063186032133,102,-11.63076,-43.850337,36.736917,12.45022,-2.2159785,0.14482639
DP 364,3.21,7.2,1.2,-4.2,0.189697740371708,-1.9982669166273,102,2.7285086,27.608534,35.280551,-11.885422,2.5062947,0.05664887
DP 365,3.21,7.2,1.2,-4.2,1.07335217390263,-4.82847480161197,102,15.387665,65.515895,40.329165,-24.091767,6.3153375,-0.039393214
DP 366,3.21,7.2,1.2,-4.2,-1.68936656170786,-5.59285228456491,102,-22.627449,75.84001,42.35126,-27.451405,-6.4552048,-0.10861889
DP 367,3.21,7.2,1.2,-4.2,2.96865739640505,5.54562989650856,102,35.696258,-80.205322,43.987354,24.99863,13.719745,0.17290127
DP 368,3.21,7.2,1.2,-4.2,2.73333658594124,-0.47878138035202,102,37.222046,4.8468734,36.349115,-4.2966282,14.265603,-0.0068665601
DP 369,3.21,7.2,1.2,-4.2,-1.86701262978,6.96913912711297,102,-27.353182,-98.465207,47.95071,32.321336,-6.8132148,0.066250052
DP 370,3.21,7.2,1.2,-4.2,-3.60368792952983,5.62670011895127,102,-50.61034,-78.275626,45.891546,24.656024,-14.936532,0.19491567
DP 371,3.21,7.2,1.2,-4.2,3.97974597663533,1.97623434286172,102,52.225334,-29.624079,38.927602,7.3601801,18.939321,0.076260367
DP 372,3.21,7.2,1.2,-4.2,-3.9469798723178,3.74067549903351,102,-54.978636,-52.928377,42.614493,15.969575,-16.469171,0.062560262
DP 373,3.21,7.2,1.2,-4.2,-3.63311027068888,4.78407560766727,102,-50.732037,-67.441488,43.952362,20.731087,-15.178685,0.12469318
DP 374,3.21,7.2,1.2,-4.2,1.22269528193415,-5.45335421352911,102,17.311955,74.090969,42.086391,-26.989384,6.9470752,-0.055748152
DP 375,3.21,7.2,1.2,-4.2,7.92044384781506,-0.605127140964777,102,105.29299,3.4918281,48.74971,-3.1720384,37.391098,0.15571724
DP 376,3.21,7.2,1.2,-4.2,-9.25355692537573,8.53297759593917,102,-117.36963,-104.06088,69.443875,32.881184,-36.126097,0.12207272
DP 377,3.21,7.2,1.2,-4.2,1.12981319012715,-1.16212823929286,102,15.621952,15.958891,35.09165,-8.350038,6.9827311,0.022061077
DP 378,3.21,7.2,1.2,-4.2,-0.0230235531621741,0.172547971795073,102,-0.8207966,-5.0292616,34.072263,-0.79197324,1.2830163,0.065844117
DP 379,3.21,7.2,1.2,-4.2,-0.779218035766409,-6.08427785287981,102,-8.9594617,82.90339,43.288029,-29.852512,-1.9960587,-0.13244102
DP 380,3.21,7.2,1.2,-4.2,1.88479155168424,-7.96160382421319,102,25.244029,106.16179,49.598822,-37.568884,8.9715758,-0.16445572
DP 381,3.21,7.2,1.2,-4.2,-6.61920805051611,2.59383888870672,102,-91.929353,-35.383721,47.340866,9.5751354,-29.667992,0.081838491
DP 382,3.21,7.2,1.2,-4.2,3.83161382634895,-4.78293496429613,102,51.431477,62.235131,43.380252,-23.085478,18.243597,-0.15092334
DP 383,3.21,7.2,1.2,-4.2,2.98405467925519,-5.01043733250392,102,40.17886,66.959797,42.821479,-24.59329,14.549735,-0.077419267
DP 384,3.21,7.2,1.2,-4.2,-5.31150636735012,-4.10476993759134,102,-71.932267,53.339458,45.248797,-19.294703,-23.596618,-0.062467399
DP 385,3.21,7.2,1.2,-4.2,1.91306858442706,1.41458379270808,102,25.531023,-22.542679,36.139176,5.0655619,10.531506,0.091238295
DP 386,3.21,7.2,1.2,-4.2,1.08104708661335,2.42135912301461,102,13.616243,-35.94622,35.97943,9.728768,6.2695109,0.11721939
DP 387,3.21,7.2,1.2,-4.2,2.77327707917634,8.78142582831999,102,26.597046,-120.73666,54.043026,39.840879,10.094471,0.49424936
DP 388,3.21,7.2,1.2,-4.2,0.800475051495253,-0.63488245758789,102,10.497089,7.9683496,34.357872,-5.523747,4.9420006,0.045822393
DP 389,3.21,7.2,1.2,-4.2,0.576778602377374,-2.6731611871066,102,7.9547086,36.432046,36.431026,-14.666452,4.2593422,0.0019164827
DP 390,3.21,7.2,1.2,-4.2,-4.64087311366178,8.57103060178162,102,-61.362916,-115.74738,57.31159,37.994638,-18.358636,-0.041853279
DP 391,3.21,7.2,1.2,-4.2,-0.195727407393949,7.06824166568956,102,-6.8544732,-101.08551,47.548532,32.911469,-0.43035298,0.14059119
DP 392,3.21,7.2,1.2,-4.2,-5.41571092978636,-6.83206212517229,102,-71.366049,90.385625,51.648566,-31.98693,-23.273827,-0.042863372
DP 393,3.21,7.2,1.2,-4.2,2.55251389507775,0.0705507590157559,102,34.811587,-3.7383679,36.152151,-1.3651356,13.40552,0.040691886
DP 394,3.21,7.2,1.2,-4.2,-0.767296081866046,-2.11982064398041,102,-10.486941,28.826873,35.520196,-12.050852,-2.0791417,0.0082813974
DP 395,3.21,7.2,1.2,-4.2,0.391723170884994,-6.19046266025062,102,6.6000961,84.099497,43.391401,-30.235814,3.1813873,-0.05890927
DP 396,3.21,7.2,1.2,-4.2,-4.43980527892637,5.20328330400091,102,-60.59444,-72.438403,46.266032,22.650064,-18.3633,0.011423504
DP 397,3.21,7.2,1.2,-4.2,-3.15707381485113,6.55449949500866,102,-44.114483,-90.962202,47.90071,29.240892,-12.613738,0.16900173
DP 398,3.21,7.2,1.2,-4.2,6.91727457295768,-1.78556227638544,102,93.697916,19.015445,46.284049,-8.2940171,33.108463,0.11267198
DP 399,3.21,7.2,1.2,-4.2,2.822577048332,1.73319169004893,102,37.005709,-27.552574,37.325834,6.856756,14.17781,0.080857123
DP 400,3.21,7.2,1.2,-4.2,2.45987159416564,-1.67473689928028,102,33.626716,20.957977,37.127249,-9.5413676,13.171144,0.0064613499
DP 401,3.21,7.2,1.2,-4.2,1.12973958234786,1.28546427835061,102,14.579343,-20.570591,35.174597,4.695183,6.6138367,0.11142039
DP 402,3.21,7.2,1.2,-4.2,5.92726507327719,1.91911020194623,102,77.778548,-30.194837,43.286265,7.8793438,27.550363,0.13996193
DP 403,3.21,7.2,1.2,-4.2,-5.25980455438569,-4.21320895564492,102,-70.854549,55.388069,45.165813,-20.248156,-23.013151,0.0068985688
DP 404,3.21,7.2,1.2,-4.2,5.78412387330159,-3.17934608272581,102,78.101864,39.115014,44.622249,-15.177205,27.607073,-0.027715116
DP 405,3.21,7.2,1.2,-4.2,-6.41744862067334,-4.15336966606515,102,-87.352615,54.127693,48.449242,-19.608276,-28.941019,-0.021439917
DP 406,3.21,7.2,1.2,-4.2,-1.68642047477213,0.77692828106275,102,-24.536623,-11.633261,35.273125,1.3879862,-6.6268361,0.040380177
DP 407,3.21,7.2,1.2,-4.2,-6.7857858258125,-0.95098246766775,102,-92.9151,11.951387,45.873452,-6.1033824,-30.509821,0.15353426
DP 408,3.21,7.2,1.2,-4.2,-0.250108487368811,-0.457608463825958,102,-4.2660979,6.5826886,34.26782,-5.1629903,-0.18057254,0.052366396
DP 409,3.21,7.2,1.2,-4.2,4.44409974491214,1.40553127672995,102,59.015372,-21.958035,39.317824,4.6575561,21.335041,0.043195984
DP 410,3.21,7.2,1.2,-4.2,8.61125582994102,2.0471639189553,102,113.01635,-31.158043,51.931604,7.8200718,40.175253,0.26660454
DP 411,3.21,7.2,1.2,-4.2,-0.749356368778699,-5.09054410788646,102,-9.3045169,69.688703,41.148994,-25.647587,-1.8055106,-0.051027263
DP 412,3.21,7.2,1.2,-4.2,5.13653036690192,-5.56439569583409,102,69.095541,71.595151,47.47972,-25.735582,24.292875,-0.068654921
DP 413,3.21,7.2,1.2,-4.2,-2.08081365949456,3.32062849825546,102,-30.532394,-47.106202,38.856181,13.412247,-8.413024,0.1720311
DP 414,3.21,7.2,1.2,-4.2,-0.494257927452814,3.54936165889204,102,-7.9064335,-51.328941,37.331691,15.090878,-0.61720506,0.060953024
DP 415,3.21,7.2,1.2,-4.2,4.764619816434,5.82317709809184,102,57.759118,-84.074503,48.097459,26.936,20.687633,0.2149556
DP 416,3.21,7.2,1.2,-4.2,-0.471103360218235,-0.352138304139686,102,-6.7613651,5.7874013,34.182479,-4.9645482,-0.65542778,0.0524022
DP 417,3.21,7.2,1.2,-4.2,0.465238517573315,-0.638608418497007,102,6.1895978,9.0670568,34.535639,-5.9092611,3.4623499,0.052342161
DP 418,3.21,7.2,1.2,-4.2,-2.30027400548268,-3.68661746692233,102,-29.44399,50.271453,38.616688,-18.843158,-8.0449929,0.018498392
DP 419,3.21,7.2,1.2,-4.2,-2.47611298480504,3.4431654998375,102,-34.679067,-49.591289,39.449884,14.401978,-10.015118,0.11281951
DP 420,3.21,7.2,1.2,-4.2,1.85096028776445,2.21565589847461,102,24.45445,-33.273434,36.620186,8.6804724,10.167891,0.095149407
DP 421,3.21,7.2,1.2,-4.2,4.31494103004108,-1.63821811233836,102,58.458539,19.518373,39.379521,-8.7229059,21.116327,-0.027953639
DP 422,3.21,7.2,1.2,-4.2,-4.86904205937715,-0.518061741531547,102,-68.460955,5.7344567,40.778911,-4.2669663,-21.889675,0.035296883
DP 423,3.21,7.2,1.2,-4.2,2.01457562452919,-1.91086502929144,102,27.006809,25.667203,36.599311,-11.349752,10.327393,-0.044886539
DP 424,3.21,7.2,1.2,-4.2,-3.08052108954755,0.0717555826478975,102,-43.067544,-2.5558437,36.883246,-1.2292677,-12.65087,0.024921433
DP 425,3.21,7.2,1.2,-4.2,1.93097336589561,-0.634159106197561,102,26.299113,7.2316726,35.165878,-5.0112246,10.697495,-0.00081926211
DP 426,3.21,7.2,1.2,-4.2,2.45548550497012,-9.30903477094485,102,31.383878,121.71563,54.632074,-42.867244,10.497924,-0.24768669
DP 427,3.21,7.2,1.2,-4.2,0.178987610262658,-1.14553791478245,102,1.7689131,15.864147,34.397689,-8.1331565,2.1580972,0.010270668
DP 428,3.21,7.2,1.2,-4.2,1.15346574070225,0.041782693793941,102,16.191481,-2.0072915,34.799411,-1.9271812,7.6715325,0.040917306
DP 429,3.21,7.2,1.2,-4.2,0.544098024673254,7.68648919449574,102,1.2984019,-108.16508,49.082539,35.622684,2.4581664,0.17734451
DP 430,3.21,7.2,1.2,-4.2,1.94090633286131,5.58729904150533,102,22.769318,-80.83296,43.269472,25.465645,9.508572,0.089411844
DP 431,3.21,7.2,1.2,-4.2,-6.01660310593011,-3.58135332992318,102,-82.833625,47.038385,46.470521,-17.403506,-27.387566,-0.0094980557
DP 432,3.21,7.2,1.2,-4.2,2.90296193057808,-8.19468045000131,102,37.995308,107.24186,51.418269,-37.66632,13.194801,-0.10161328
DP 433,3.21,7.2,1.2,-4.2,-8.78384479918812,-2.4970870848916,102,-119.6356,29.688085,53.719671,-11.308369,-39.829296,-0.1130392
DP 434,3.21,7.2,1.2,-4.2,2.45748952464302,5.28009209347162,102,29.78588,-76.756388,43.247569,24.297784,11.887335,0.094357723
DP 435,3.21,7.2,1.2,-4.2,-8.25744120627102,5.69350909381401,102,-110.03024,-73.12844,57.962572,22.531331,-35.177974,0.12440445
DP 436,3.21,7.2,1.2,-4.2,-2.1275020296072,-8.11401631592395,102,-25.687809,109.34763,49.84094,-38.701645,-7.0214539,0.0051159457
DP 437,3.21,7.2,1.2,-4.2,-3.85585890283433,-3.79548761891608,102,-53.686737,50.345637,41.184882,-18.852626,-16.89274,-0.095744894
DP 438,3.21,7.2,1.2,-4.2,-1.20832929213229,-2.46561612813227,102,-16.129725,34.553388,36.146504,-14.244234,-3.9899124,0.0031826178
DP 439,3.21,7.2,1.2,-4.2,2.51383444992544,1.80571633581768,102,32.27071,-28.39299,36.833657,6.9630751,12.443291,0.11728992
